id,email,privilegeID,password,first_name,last_name,dateHired,isBlocked
16,16@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Henry,Fitoria Jr,2018-07-20,0
17,17@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Christian,Rosado,2018-11-16,0
18,18@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Nichel,White,2018-11-16,0
19,19@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Brienna,Brown,2019-01-08,0
20,20@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Troy,Cotto,2019-01-08,0
21,21@gmail.com,3,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Carlos,Villanueva,2001-04-12,0
22,22@gmail.com,3,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Michael,Gorsline,2005-09-07,0
23,23@gmail.com,3,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Robert,LaRicci,2012-09-07,0
24,24@gmail.com,2,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Heather,Shry,2013-03-29,0
25,25@gmail.com,3,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Edison,Cruz,2017-08-18,0
26,26@gmail.com,3,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Elissa,Weintraub,2018-09-07,0
27,27@gmail.com,3,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Josue,Mangual,2018-09-14,0
28,28@gmail.com,3,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Julian,Guerra,2018-09-21,0
29,29@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Maikel,Rodriguez,2007-03-27,0
30,30@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Yosdany,Viera,2011-03-14,0
31,31@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Gustavo,Giz,2016-09-23,0
32,32@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Andrea,Romero,2009-07-29,0
33,33@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Janielle,Ortiz,2016-11-29,0
34,34@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Priscilla,Brown,1999-05-17,0
35,35@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Nicole,Stewart,2008-03-24,0
36,36@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Kyle,Swain,2016-07-25,0
37,37@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Bryan,Morejon,2016-09-19,0
38,38@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Garcia,Jose,2005-08-16,0
39,39@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Michael,Alvarez,2008-07-07,0
40,40@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Julian,Perez,2008-11-19,0
41,41@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Shelby,Abramson,2016-03-29,0
42,42@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Janette,Carballeira,2016-09-12,0
43,43@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Carlos,Cabrera,2017-12-11,0
44,44@gmail.com,4,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Jonatahan,Carrasco,2018-03-28,0
45,45@gmail.com,1,$2y$10$MsZWN5L9a/Zx4Rf82OLsa.l1Vc6YujsToFGWkvZpWYMi1jh.bWIJq,Frank,Alvarado,1000-01-01,0
